62.08,67.93,79.4,95.8,118.12,164.43,416.22,362.95,107.1,68.07,52.52,45.96,42.77,41.95,43.3,0,1,0,0
63.39,69.37,81.08,95.57,117.83,166.33,411.27,358.15,105.3,66.92,51.02,44.65,41.55,40.76,42.07,0,1,0,0
64.71,70.81,82.77,95.34,117.54,168.31,406.32,353.35,103.49,65.77,50.04,43.34,40.33,39.56,40.83,0,1,0,0
66.03,72.26,83.52,95.11,117.24,170.29,401.38,348.55,102.19,64.62,49.17,42.03,39.11,38.37,39.6,0,1,0,0
67.35,73.7,83.32,94.88,116.94,172.27,396.43,343.75,106.86,63.48,48.3,40.72,37.89,37.17,38.37,0,1,0,0
68.67,75.14,83.12,94.65,116.63,174.25,391.48,338.95,111.53,62.33,47.42,39.88,36.67,35.97,37.13,0,1,0,0
69.98,76.58,82.91,94.42,116.33,176.23,386.53,334.15,116.2,61.18,46.55,39.15,35.45,34.78,35.9,0,1,0,0
70.07,76.04,80.92,91.27,110.96,160.52,384.93,341.24,168.56,64.41,48.08,39.96,35.71,34.19,35.03,0,0,1,0
70.07,74.77,78.89,88.16,105.85,147.1,383.74,348.96,227.13,68.39,50.01,41.03,36.34,34.14,34.38,0,0,1,0
69.98,73.38,76.83,85.1,100.97,135.43,381.48,350.24,264.44,73.27,52.37,42.4,37.18,34.66,34.06,0,0,1,0
69.82,71.93,74.74,82.06,96.27,125.13,378.03,352.04,280.03,90.59,55.22,44.08,38.27,35.38,34.51,0,0,1,0
69.56,70.4,72.61,79.05,91.74,116.16,374.95,354.4,297.28,117.09,58.63,46.09,39.61,36.32,35.16,0,0,1,0
69.23,68.8,70.43,76.05,87.35,108.97,372.24,355.01,303.06,151.09,62.69,48.48,41.21,37.47,36,0,0,1,0
68.81,67.12,68.21,73.06,83.09,102.21,368.68,353.04,309.74,192.41,74.29,51.28,43.09,38.84,37.04,0,0,1,0
68.19,65.37,65.94,70.08,78.94,95.83,364.86,351.48,317.41,233.82,89.27,54.54,45.28,40.45,38.28,0,0,1,0
66.18,62.78,62.7,65.92,73.32,87.52,126.26,350.01,320.84,252.96,116.48,64.44,48.88,43.1,40.35,0,0,1,0
64.61,60.82,60.3,62.92,69.36,81.84,113.8,346.51,322.66,269.31,140.36,74.5,51.92,45.32,42.09,0,0,1,0
62.92,58.76,57.83,59.89,65.46,76.39,102.75,343.23,325.04,276.91,169.73,86.4,58.56,47.81,44.04,0,0,1,0
61.1,56.6,55.3,56.84,61.61,71.14,92.85,340.32,325.26,283.09,197.98,100.62,66.09,51.11,46.23,0,0,1,0
59.14,54.33,52.69,53.76,57.79,66.06,83.87,337.54,323.34,290.16,221.34,116.36,74.65,56.72,48.65,0,0,1,0
57.03,51.95,50.01,50.64,54.01,61.14,75.65,333.53,321.81,295.06,234.06,135.13,84.43,62.94,52.25,0,0,1,0
54.44,49.11,46.88,47.07,49.76,55.74,67.18,103.69,320.59,296.71,250.67,159.33,97.15,70.76,57.91,0,0,1,0
51.8,46.28,43.81,43.65,45.77,50.78,60.42,89.04,317.32,298.86,257.94,182.42,110.17,79.04,63.76,0,0,1,0
48.93,43.29,40.64,40.17,41.78,45.92,53.99,76.3,313.82,301.47,264.26,205.5,125.35,88.33,70.17,0,0,1,0
45.58,40.32,37.84,37.4,38.9,42.76,50.27,71.5,309.27,297.44,262.95,207.02,131.8,93.22,74.06,0,1,0,0
42.23,37.36,35.04,34.64,36.03,39.6,46.55,66.7,304.73,293.42,261.63,208.54,138.25,97.78,77.96,0,1,0,0
38.88,34.37,32.25,31.87,33.15,36.44,42.84,61.9,300.18,289.39,260.31,210.06,144.04,102.34,81.85,0,1,0,0
35.51,31.39,29.45,29.11,30.27,33.28,39.49,57.1,295.63,285.37,259,211.58,149,106.9,85.75,0,1,0,0
32.14,28.41,26.65,26.34,27.4,30.12,36.17,52.3,291.08,281.34,257.68,213.1,153.95,111.46,89.64,0,1,0,0
28.77,25.43,23.85,23.58,24.52,26.95,32.85,47.5,286.54,277.32,256.36,214.62,158.91,116.02,93.37,0,1,0,0
25.39,22.44,21.05,20.81,21.64,23.79,29.53,42.7,281.99,273.3,254.04,216.14,163.87,120.58,97.04,0,1,0,0
22.02,19.46,18.26,18.04,18.77,20.83,26.21,37.9,277.44,269.27,251.18,217.66,168.82,125.14,100.71,0,1,0,0
18.64,16.48,15.46,15.28,15.89,18.19,22.89,33.1,272.89,265.25,248.32,218.34,173.78,129.7,104.38,0,1,0,0
15.27,13.5,12.66,12.51,13.46,15.55,19.57,28.3,268.35,261.22,245.46,217.2,177.62,133.67,108.05,0,1,0,0
11.9,10.51,10.03,10.31,11.18,12.91,16.25,23.5,263.8,257.2,242.6,216.06,178.85,137.38,111.72,0,1,0,0
39.23,40.46,44.07,51.21,65.36,96.88,203.73,500,204.11,106.55,80.09,67.67,61.2,58.22,58.3,0,1,0,0
38.69,39.62,42.79,49.25,61.89,89.28,170.66,500,240.36,114.02,82.56,68.94,61.84,58.53,58.18,0,0,1,0
38.66,39.58,42.75,49.28,61.93,89.15,170.99,500,238.58,113.75,81.8,68.31,61.27,58.11,57.77,0,1,0,0
38.62,39.55,42.73,49.31,61.96,88.97,171.32,500,236.81,113.48,81.04,67.68,60.71,57.66,57.35,0,1,0,0
38.59,39.51,42.75,49.34,62,88.79,171.65,500,235.03,113.21,80.39,67.04,60.14,57.12,56.94,0,1,0,0
38.55,39.48,42.78,49.37,62.04,88.61,171.99,500,233.25,112.95,80.19,66.41,59.57,56.58,56.52,0,1,0,0
38.51,39.51,42.8,49.4,62.07,88.43,172.32,500,231.47,112.68,80,65.77,59,56.04,56.04,0,1,0,0
38.5,39.53,42.82,49.42,62.11,88.25,172.65,500,229.69,112.41,79.81,65.14,58.43,55.5,55.5,0,1,0,0
38.52,39.55,42.85,49.45,62.11,88.07,172.98,500,227.91,112.14,79.62,64.51,57.86,54.96,54.96,0,1,0,0
38.54,39.57,42.87,49.48,61.99,87.89,173.32,500,226.13,111.87,79.43,64.07,57.29,54.42,54.42,0,1,0,0
38.56,39.6,42.9,49.51,61.86,87.71,177.91,500,224.36,111.61,79.24,63.91,56.73,53.88,53.88,0,1,0,0
38.59,39.62,42.92,49.54,61.73,87.53,185.21,500,222.58,112.19,79.05,63.76,56.16,53.34,53.34,0,1,0,0
38.61,39.64,42.95,49.51,61.62,87.36,192.05,500,220.91,113.24,78.87,63.62,55.64,52.83,52.83,0,1,0,0
38.63,39.66,42.97,49.41,61.49,87.18,199.36,500,219.13,114.37,78.68,63.46,55.51,52.29,52.29,0,1,0,0
38.65,39.69,43,49.3,61.36,87,206.66,500,217.35,115.49,78.49,63.31,55.38,51.75,51.75,0,1,0,0
38.67,39.71,42.92,49.2,61.24,86.83,339.74,500,215.57,116.61,78.3,63.16,55.24,51.38,51.21,0,1,0,0
38.7,39.73,42.83,49.1,61.11,86.98,338.57,500,213.8,117.73,78.11,63,55.11,51.25,50.67,0,1,0,0
38.72,39.67,42.74,49,60.98,87.14,337.4,500,212.02,118.86,77.92,62.85,54.97,51.13,50.14,0,1,0,0
38.74,39.58,42.65,48.9,60.86,87.31,336.23,500,210.24,119.98,77.73,62.7,54.84,51,50.01,0,1,0,0
38.66,39.5,42.57,48.8,60.73,87.47,335.06,500,208.46,121.1,77.78,62.54,54.7,50.88,49.89,0,1,0,0
38.58,39.42,42.48,48.69,60.6,87.64,333.9,500,206.68,122.23,78.5,62.39,54.57,50.75,49.77,0,1,0,0
38.5,39.34,42.39,48.59,60.48,87.8,332.73,500,204.9,123.35,79.22,62.24,54.44,50.63,49.65,0,1,0,0
38.42,39.26,42.3,48.49,60.47,87.97,331.56,500,202.95,124.47,79.94,62.08,54.3,50.5,49.52,0,1,0,0
38.34,39.17,42.21,48.39,60.59,88.13,330.39,500,200.51,125.59,80.66,61.93,54.17,50.38,49.4,0,1,0,0
38.26,39.09,42.12,48.29,60.7,88.29,329.18,500,198.08,126.36,81.39,62.24,54.03,50.25,49.28,0,1,0,0
38.18,39.01,42.03,48.19,60.81,88.46,327.97,500,195.65,125.23,82.11,62.79,53.9,50.13,49.16,0,1,0,0
38.1,38.93,41.94,48.26,60.93,88.62,326.76,500,193.22,124.11,82.83,63.34,53.76,50,49.03,0,1,0,0
38.02,38.84,41.86,48.35,61.04,88.79,325.55,500,190.78,122.98,83.55,63.89,53.91,49.88,48.91,0,1,0,0
37.93,38.76,41.84,48.44,61.15,88.98,324.35,500,188.35,121.86,84.27,64.45,54.38,49.75,48.79,0,1,0,0
37.85,38.68,41.92,48.53,61.26,91.09,323.14,500,185.92,120.73,84.99,65,54.85,49.63,48.67,0,1,0,0
37.77,38.67,42,48.62,61.38,93.19,321.93,500,183.49,119.6,85.71,65.55,55.31,50.01,48.54,0,1,0,0
37.69,38.74,42.07,48.71,61.49,95.3,320.72,500,181.05,118.48,86.43,66.1,55.78,50.43,48.42,0,1,0,0
37.71,38.81,42.15,48.8,61.6,97.4,319.52,500,178.62,117.35,87.16,66.65,56.24,50.85,48.63,0,1,0,0
37.79,38.89,42.23,48.89,61.72,99.63,318.23,500,176.04,116.15,87.92,67.24,56.74,51.3,49.05,0,1,0,0
37.86,38.96,42.31,48.98,61.84,101.74,317.03,500,173.61,115.03,87.36,67.79,57.2,51.72,49.46,0,1,0,0
37.92,39.03,42.39,49.07,62.49,103.84,315.82,500,171.17,113.9,86.51,68.34,57.67,52.14,49.86,0,1,0,0
37.99,39.1,42.47,49.16,63.75,105.95,314.88,500,168.74,112.78,85.65,68.89,58.13,52.56,50.26,0,1,0,0
38.06,39.17,42.54,49.25,65.02,110.26,318.56,500,166.31,111.65,84.8,69.44,58.6,52.98,50.66,0,1,0,0
38.13,39.24,42.62,49.34,66.28,122.32,322.24,500,163.88,110.52,83.94,70,59.06,53.4,51.07,0,1,0,0
38.2,39.31,42.7,50.11,67.55,134.37,325.92,500,161.44,109.4,83.09,69.8,59.53,53.82,51.47,0,1,0,0
38.27,39.39,42.78,51.05,68.82,146.42,329.6,500,159.01,108.27,82.23,69.08,59.99,54.24,51.87,0,1,0,0
38.34,39.46,43.03,51.99,70.08,153.51,333.27,500,156.58,107.15,81.37,68.36,60.46,54.66,52.27,0,1,0,0
38.41,39.53,43.81,52.92,71.35,158.8,500,498.74,154.15,106.02,80.52,67.64,60.93,55.08,52.67,0,1,0,0
38.48,39.73,44.59,53.86,72.61,164.09,500,493.94,151.71,104.89,79.66,66.92,60.3,55.5,53.08,0,1,0,0
38.55,40.43,45.36,54.8,73.88,169.38,500,489.14,149.28,103.44,78.81,66.2,59.66,55.93,53.48,0,1,0,0
38.84,41.12,46.14,55.74,75.85,174.67,500,484.34,146.85,101.76,77.95,65.49,59.01,56.26,53.88,0,1,0,0
39.5,41.81,46.92,56.68,80.27,177.82,500,479.54,144.42,100.07,77.1,64.77,58.36,55.65,54.28,0,1,0,0
40.15,42.51,47.69,57.62,84.7,177.13,500,474.74,141.98,98.39,76.24,64.05,57.71,55.03,54.69,0,1,0,0
40.8,43.2,48.47,58.56,89.12,176.45,500,469.94,139.55,96.7,75.39,63.33,57.07,54.41,54.61,0,1,0,0
41.46,43.89,49.25,59.5,93.54,175.76,500,465.14,137.12,95.02,74.53,62.61,56.42,53.79,53.99,0,1,0,0
42.11,44.58,50.03,61.89,97.97,175.08,500,460.34,134.69,93.33,73.68,61.89,55.77,53.18,53.37,0,1,0,0
42.77,45.28,50.8,64.69,102.39,174.4,500,455.54,132.52,91.64,72.82,61.18,55.12,52.56,52.75,0,1,0,0
43.42,45.97,51.58,67.48,105.73,173.71,500,450.74,131.03,89.96,71.57,60.46,54.48,51.94,52.13,0,1,0,0
44.08,46.66,53.31,70.27,108.37,173.03,496.18,445.94,129.53,88.27,70.23,59.74,53.83,51.32,51.51,0,1,0,0
44.73,47.35,55.43,73.07,111.01,172.34,491.47,441.14,128.04,86.59,68.89,59.02,53.18,50.71,50.89,0,1,0,0
45.38,48.32,57.55,75.86,113.66,171.66,486.75,436.34,126.54,84.9,67.55,58.3,52.53,50.09,50.27,0,1,0,0
46.04,50.1,59.68,78.66,116.3,170.97,481.94,431.54,125.05,83.22,66.21,57.36,51.89,49.47,49.65,0,1,0,0
46.72,51.88,61.8,81.45,118.94,170.29,476.96,426.74,123.55,81.53,64.87,56.2,51.24,48.86,49.03,0,1,0,0
48.32,53.66,63.92,83.82,121.58,169.61,471.97,421.94,122.06,79.85,63.52,55.03,50.59,48.24,48.41,0,1,0,0
49.93,55.44,66.04,85.65,123.85,168.9,466.99,417.14,120.56,78.16,62.18,53.87,49.72,47.62,47.79,0,1,0,0
51.53,57.22,68.16,87.47,123.35,168.19,462,412.34,119.07,76.47,60.84,52.71,48.65,47,47.18,0,1,0,0
53.13,59,70.28,89.29,122.85,167.47,457.02,407.54,117.57,74.79,59.5,51.55,47.58,46.33,46.56,0,1,0,0
54.74,60.78,72.29,91.11,122.35,166.76,452.04,402.74,116.08,73.1,58.16,50.39,46.5,45.29,45.94,0,1,0,0
56.34,62.56,73.73,92.93,121.85,166.05,447.05,397.94,114.59,71.42,56.82,49.23,45.43,44.24,45.32,0,1,0,0
57.94,64.34,75.18,94.76,121.34,165.34,442.07,393.14,113.09,69.73,55.48,48.06,44.36,43.2,44.26,0,1,0,0
59.54,66.12,76.62,96.58,120.84,164.63,437.08,388.34,111.6,68.11,54.14,46.9,43.29,42.15,43.19,0,1,0,0
61.15,67.51,78.07,98.4,120.34,163.92,432.1,383.54,110.1,67.2,52.8,45.74,42.21,41.11,42.12,0,1,0,0
62.75,68.75,79.51,98.5,119.84,163.21,427.12,378.74,108.61,66.28,51.46,44.58,41.14,40.06,41.05,0,1,0,0
64.45,70.08,81.05,98.06,119.31,162.45,421.82,373.64,107.02,65.32,50.03,43.34,40,38.95,39.91,0,1,0,0
65.74,71.33,82.49,97.65,118.8,161.74,416.84,368.84,105.52,64.4,48.69,42.18,38.93,37.91,38.84,0,1,0,0
66.89,72.58,83.94,97.23,118.3,162.05,411.85,364.04,104.03,63.49,47.4,41.02,37.86,36.87,37.77,0,1,0,0
68.11,73.91,85.48,96.8,117.76,163.49,406.56,358.94,102.44,62.52,46.67,39.79,36.72,35.76,36.63,0,1,0,0
69.26,75.16,85.45,96.38,117.24,164.85,401.57,354.14,110.79,61.61,45.99,38.62,35.65,34.71,35.56,0,1,0,0
70.41,76.41,85.09,95.97,116.71,166.2,396.59,349.34,119.21,60.7,45.31,37.65,34.57,33.67,34.49,0,1,0,0
71.57,77.66,84.72,95.56,116.19,167.56,391.6,344.54,127.63,59.78,44.63,37.09,33.5,32.62,33.42,0,1,0,0
72.72,78.91,84.35,95.15,115.67,168.91,386.62,339.74,136.05,58.87,43.95,36.52,32.64,31.58,32.35,0,1,0,0
73.87,78.99,83.99,94.73,115.15,170.26,381.64,334.94,143.89,57.96,43.27,35.96,32.14,30.54,31.28,0,1,0,0
75.02,78.65,83.62,94.32,114.62,171.62,376.65,330.14,148.86,57.05,42.59,35.39,31.63,29.95,30.22,0,1,0,0
76.25,78.28,83.23,93.87,114.07,387.32,371.36,325.04,154.14,56.08,41.86,34.79,31.09,29.44,29.36,0,1,0,0
77.21,77.94,82.87,93.44,113.55,382.78,366.37,320.24,159.12,55.17,41.18,34.22,30.59,28.96,28.88,0,1,0,0
76.87,77.59,82.5,93.01,113.02,378.25,361.39,315.44,164.09,54.25,40.5,33.66,30.08,28.48,28.4,0,1,0,0
76.53,77.25,82.14,92.58,112.5,373.71,356.4,310.64,169.06,53.34,39.82,33.09,29.58,28.01,27.92,0,1,0,0
76.17,76.88,81.75,92.13,112.89,368.9,351.11,305.54,174.34,52.92,39.1,32.49,29.04,27.5,27.42,0,1,0,0
75.81,76.52,81.35,91.67,113.8,364.08,345.81,300.44,175.24,55.34,38.37,31.89,28.5,26.99,26.91,0,1,0,0
75.47,76.18,80.97,91.24,114.65,359.54,340.83,295.64,176.05,57.61,37.69,31.32,27.99,26.51,26.43,0,1,0,0
75.13,75.83,80.59,90.81,115.51,355.01,335.84,290.84,176.87,59.88,37.01,30.76,27.49,26.03,25.95,0,1,0,0
74.79,75.49,80.2,90.38,116.37,350.47,330.86,286.04,177.68,62.16,37,30.19,26.98,25.55,25.48,0,1,0,0
74.45,75.13,79.82,89.95,117.22,345.62,325.88,281.24,178.5,64.43,38.35,29.62,26.48,25.07,25,0,1,0,0
74.11,74.77,79.44,89.61,118.08,340.75,320.89,276.44,179.31,66.71,39.71,29.31,25.97,24.59,24.52,0,1,0,0
73.77,74.41,79.06,90.26,118.94,335.87,315.91,271.64,180.13,68.98,41.06,30.31,25.47,24.11,24.04,0,1,0,0
73.42,74.05,78.68,90.91,124.74,331,310.92,266.84,180.94,71.25,42.41,31.31,25.84,23.63,23.56,0,1,0,0
73.04,73.67,78.27,91.6,142.95,325.82,305.63,261.74,181.81,73.58,43.85,32.37,26.72,23.76,23.06,0,1,0,0
72.68,73.31,77.89,92.25,338.52,320.95,300.64,256.94,182.62,75.25,45.2,33.37,27.54,24.49,23.09,0,1,0,0
72.33,72.95,78.01,92.9,333.85,316.07,295.66,252.14,181.25,76.92,46.56,34.37,28.36,25.22,23.78,0,1,0,0
71.97,72.59,78.56,93.55,329.18,311.2,290.68,247.34,178.28,78.58,47.91,35.37,29.19,25.96,24.47,0,1,0,0
71.62,72.23,79.1,94.2,324.51,306.33,285.69,242.54,175.31,80.25,49.26,36.37,30.01,26.69,25.17,0,1,0,0
71.26,71.87,79.65,94.85,319.84,301.45,280.71,237.74,172.33,81.91,50.62,37.37,30.84,27.42,25.86,0,1,0,0
70.88,72.27,80.23,97.64,314.88,296.27,275.41,232.64,169.18,83.68,51.82,38.43,31.71,28.2,26.59,0,1,0,0
70.52,72.76,80.77,104.41,310.21,291.4,270.43,227.84,166.2,85.35,52.85,39.43,32.54,28.94,27.28,0,1,0,0
70.17,73.25,81.32,111.19,305.48,286.53,265.16,223.04,163.23,87.01,53.88,40.43,33.36,29.67,27.97,0,1,0,0
70.29,73.74,81.86,117.97,300.71,281.65,259.67,218.24,160.26,88.68,54.91,41.26,34.19,30.4,28.67,0,1,0,0
70.79,74.26,82.44,328.92,295.65,276.47,253.84,213.14,157.1,89.66,56,42.09,35.06,31.18,29.4,0,1,0,0
71.26,74.75,84.89,323.36,290.89,271.6,248.35,208.34,154.13,90.05,57.04,42.86,35.77,31.91,30.09,0,1,0,0
71.72,75.24,89.25,317.8,286.13,266.73,242.86,203.54,151.15,90.43,58.07,43.64,36.41,32.65,30.78,0,1,0,0
72.19,75.74,93.61,312.24,281.37,261.85,237.37,198.74,148.18,90.82,59.1,44.41,37.06,33.23,31.47,0,1,0,0
72.66,76.23,97.98,306.68,276.61,256.98,231.88,193.94,145.21,91.2,60.13,45.19,37.71,33.81,32.1,0,1,0,0
73.13,78.33,102.34,301.11,271.85,252.11,226.39,189.14,142.23,91.59,61.16,45.96,38.35,34.39,32.65,0,1,0,0
73.6,81.67,106.7,295.55,267.09,247.13,220.9,184.34,139.26,91.97,62.19,46.74,39,34.97,33.2,0,1,0,0
